Date,Bateria,Latencia,CPU,Memoria
2022-08-18 10:57:30.168958,61.9,29.0,7.062776357824773,0.8
2022-08-18 10:57:30.168958,62.3,26.0,8.321653632835332,1.7
2022-08-18 10:57:30.168958,62.3,26.0,8.928782204661962,1.7
2022-08-18 10:57:30.168958,61.9,26.0,8.769689685093304,0.8
2022-08-18 10:57:30.168958,62.3,26.0,8.042097591440344,0.8
2022-08-18 10:57:30.168958,69.3,26.0,8.431970632841582,1.7
2022-08-18 10:57:30.168958,68.4,26.0,7.167532757936105,0.8
2022-08-18 10:57:30.168958,61.9,29.0,7.140971420492257,0.8
2022-08-18 10:57:30.168958,69.3,29.0,7.403751809794961,0.8
2022-08-18 10:57:30.168958,62.3,26.0,7.8102199612106595,0.8
2022-08-18 10:57:30.168958,69.3,29.0,8.116787913111404,0.8
2022-08-18 10:57:30.168958,69.3,29.0,8.65913054691546,1.7
2022-08-18 10:57:30.168958,68.4,29.0,7.57927741117556,0.8
2022-08-18 10:57:30.168958,69.3,26.0,8.38882953972422,0.8
2022-08-18 10:57:30.168958,68.4,29.0,8.473520718249489,1.7
2022-08-18 10:57:30.168958,68.4,26.0,7.993076442618163,1.7
2022-08-18 10:57:30.168958,62.3,29.0,8.716457518958766,1.7
2022-08-18 10:57:30.168958,61.9,26.0,8.887115082295072,1.7
2022-08-18 10:57:30.168958,62.3,29.0,8.264903476353897,1.7
2022-08-18 10:57:30.168958,69.3,26.0,8.89751563442191,1.7
2022-08-18 10:57:30.168958,62.3,26.0,8.2230034024053,1.7
2022-08-18 10:57:30.168958,68.4,29.0,7.418959644950238,0.8
2022-08-18 10:57:30.168958,61.9,26.0,7.358016371743975,1.7
2022-08-18 10:57:30.168958,69.3,29.0,8.809572880686504,1.7
2022-08-18 10:57:30.168958,69.3,26.0,8.985093439581515,1.7
2022-08-18 10:57:30.168958,69.3,26.0,8.981010211314597,0.8
2022-08-18 10:57:30.168958,68.4,29.0,7.538029822206447,1.7
2022-08-18 10:57:30.168958,62.3,29.0,7.549435111251462,0.8
2022-08-18 10:57:30.168958,69.3,26.0,8.975085404100113,0.8
2022-08-18 10:57:30.168958,69.3,29.0,7.763887977597538,1.7
2022-08-18 10:57:30.168958,61.9,29.0,8.624349281649119,0.8
2022-08-18 10:57:30.168958,61.9,29.0,7.574608502431419,0.8
2022-08-18 10:57:30.168958,68.4,29.0,7.133793758961369,1.7
2022-08-18 10:57:30.168958,69.3,26.0,8.03323331816098,0.8
2022-08-18 10:57:30.168958,69.3,29.0,8.698406494340954,0.8
2022-08-18 10:57:30.168958,61.9,26.0,7.240607227227263,1.7
2022-08-18 10:57:30.168958,62.3,26.0,7.284180321031804,1.7
2022-08-18 10:57:30.168958,61.9,29.0,8.738513291105567,0.8
2022-08-18 10:57:30.168958,69.3,26.0,8.934850512284632,1.7
2022-08-18 10:57:30.168958,68.4,26.0,8.709719388846326,1.7
2022-08-18 10:57:30.168958,69.3,29.0,7.230045949424052,0.8
Date,humid,temp,presao,vazao
2022-08-18 10:59:00.270706,68.4,26.0,7.53544454475897,1.7
2022-08-18 10:59:00.270706,62.3,26.0,7.886339508966978,1.7
2022-08-18 10:59:00.270706,62.3,29.0,7.67589804127624,0.8
2022-08-18 10:59:00.270706,69.3,26.0,8.868699218776804,0.8
2022-08-18 10:59:00.270706,61.9,26.0,7.731894301905543,0.8
2022-08-18 10:59:00.270706,61.9,26.0,7.107302234681327,1.7
2022-08-18 10:59:00.270706,61.9,29.0,7.418330324974618,0.8
2022-08-18 10:59:00.270706,61.9,26.0,7.226803693143551,0.8
2022-08-18 10:59:00.270706,69.3,29.0,8.51423026206409,1.7
2022-08-18 10:59:00.270706,61.9,29.0,8.901319295528667,1.7
2022-08-18 10:59:00.270706,69.3,29.0,8.27481454688886,0.8
2022-08-18 10:59:00.270706,68.4,29.0,7.5507089834097165,0.8
2022-08-18 10:59:00.270706,62.3,26.0,8.26575655724983,1.7
2022-08-18 10:59:00.270706,61.9,29.0,7.576941015205803,0.8
2022-08-18 10:59:00.270706,61.9,29.0,7.083366539191601,1.7
2022-08-18 10:59:00.270706,69.3,29.0,8.153703123800469,1.7
2022-08-18 10:59:00.270706,69.3,26.0,8.52057962943308,1.7
2022-08-18 10:59:00.270706,61.9,29.0,8.163170294792188,1.7
2022-08-18 10:59:00.270706,69.3,29.0,8.041763106170784,1.7
2022-08-18 10:59:00.270706,69.3,26.0,8.004324659075474,1.7
2022-08-18 10:59:00.270706,62.3,26.0,7.950752389778952,0.8
2022-08-18 10:59:00.270706,61.9,26.0,8.904414850033968,0.8
2022-08-18 10:59:00.270706,62.3,29.0,7.243929358138952,0.8
2022-08-18 10:59:00.270706,61.9,29.0,8.473983808999805,0.8
2022-08-18 10:59:00.270706,62.3,26.0,8.247994499955839,1.7
2022-08-18 10:59:00.270706,68.4,29.0,7.29624505581201,0.8
2022-08-18 10:59:00.270706,62.3,26.0,7.963466180512249,1.7
2022-08-18 10:59:00.270706,68.4,26.0,7.861935261868807,1.7
2022-08-18 10:59:00.270706,68.4,26.0,7.449391521767097,1.7
2022-08-18 10:59:00.270706,62.3,29.0,7.636788116074342,0.8
2022-08-18 10:59:00.270706,69.3,26.0,8.791889167609664,0.8
2022-08-18 10:59:00.270706,69.3,26.0,8.232921340254753,1.7
2022-08-18 10:59:00.270706,69.3,29.0,8.438958197658621,1.7
2022-08-18 10:59:00.270706,68.4,26.0,7.7514265518619005,1.7
2022-08-18 10:59:00.270706,68.4,29.0,8.640905571589837,0.8
2022-08-18 10:59:00.270706,68.4,29.0,8.620272382019227,1.7
2022-08-18 10:59:00.270706,62.3,29.0,7.626515065055877,1.7
2022-08-18 10:59:00.270706,68.4,29.0,7.488593759968098,1.7
2022-08-18 10:59:00.270706,62.3,29.0,8.309759175300847,0.8
2022-08-18 10:59:00.270706,62.3,29.0,7.891123141294521,1.7
2022-08-18 10:59:00.270706,62.3,29.0,7.247668535180636,0.8
2022-08-18 10:59:00.270706,61.9,29.0,7.4028238793191745,1.7
2022-08-18 10:59:00.270706,68.4,26.0,8.669446075410974,0.8
2022-08-18 10:59:00.270706,61.9,26.0,7.38972122836074,1.7
2022-08-18 10:59:00.270706,61.9,29.0,8.241204331411721,0.8
2022-08-18 10:59:00.270706,68.4,26.0,8.138213802660513,0.8
2022-08-18 10:59:00.270706,61.9,29.0,7.845773259711235,0.8
2022-08-18 10:59:00.270706,69.3,29.0,8.0196393247691,0.8
2022-08-18 10:59:00.270706,68.4,29.0,7.6310528424325925,1.7
2022-08-18 10:59:00.270706,61.9,26.0,8.184426130029708,0.8
Date,humid,temp,presao,vazao
2022-08-18 11:00:30.352181,68.4,29.0,7.367825490878705,1.7
2022-08-18 11:00:30.352181,68.4,26.0,7.730913972812395,0.8
2022-08-18 11:00:30.352181,69.3,26.0,7.540222063930753,0.8
2022-08-18 11:00:30.352181,62.3,29.0,8.25958647291003,0.8
2022-08-18 11:00:30.352181,68.4,26.0,7.561406477682197,0.8
2022-08-18 11:00:30.352181,61.9,29.0,7.684853899808724,1.7
2022-08-18 11:00:30.352181,62.3,26.0,7.909951783089951,1.7
2022-08-18 11:00:30.352181,69.3,26.0,7.160809458603857,1.7
2022-08-18 11:00:30.352181,68.4,26.0,8.689252232903357,0.8
2022-08-18 11:00:30.352181,62.3,29.0,8.851577747073474,1.7
2022-08-18 11:00:30.352181,68.4,29.0,7.597205341959857,1.7
2022-08-18 11:00:30.352181,62.3,29.0,8.601139317188546,0.8
2022-08-18 11:00:30.352181,62.3,29.0,7.876904864337532,1.7
2022-08-18 11:00:30.352181,62.3,26.0,7.987345295566282,0.8
2022-08-18 11:00:30.352181,61.9,29.0,7.599292019074132,0.8
2022-08-18 11:00:30.352181,69.3,29.0,8.872907821497115,0.8
2022-08-18 11:00:30.352181,62.3,29.0,7.170145280410123,1.7
2022-08-18 11:00:30.352181,62.3,26.0,7.685533342346972,0.8
2022-08-18 11:00:30.352181,68.4,29.0,8.559266268123594,0.8
2022-08-18 11:00:30.352181,68.4,29.0,7.232312489437038,1.7
2022-08-18 11:00:30.352181,68.4,26.0,7.405388938821682,0.8
2022-08-18 11:00:30.352181,61.9,26.0,7.784105168985601,0.8
2022-08-18 11:00:30.352181,68.4,29.0,7.067171603535114,0.8
2022-08-18 11:00:30.352181,69.3,29.0,8.81973324952647,0.8
2022-08-18 11:00:30.352181,68.4,29.0,8.624743423221098,1.7
2022-08-18 11:00:30.352181,69.3,26.0,7.1017012714523515,0.8
2022-08-18 11:00:30.352181,69.3,29.0,8.095227316358988,1.7
2022-08-18 11:00:30.352181,69.3,29.0,8.4513230106257,0.8
2022-08-18 11:00:30.352181,62.3,29.0,8.303715265454326,0.8
2022-08-18 11:00:30.352181,69.3,26.0,7.518606065578418,0.8
2022-08-18 11:00:30.352181,68.4,29.0,8.69551748315843,1.7
2022-08-18 11:00:30.352181,62.3,26.0,8.115482944326388,0.8
2022-08-18 11:00:30.352181,61.9,29.0,8.597647055550777,0.8
2022-08-18 11:00:30.352181,69.3,26.0,8.18053699824939,1.7
2022-08-18 11:00:30.352181,62.3,26.0,8.00726002753386,1.7
2022-08-18 11:00:30.352181,68.4,26.0,7.144943668054755,0.8
2022-08-18 11:00:30.352181,62.3,29.0,8.74948257891078,0.8
2022-08-18 11:00:30.352181,69.3,29.0,7.999357278927511,0.8
2022-08-18 11:00:30.352181,68.4,26.0,8.59660986742624,0.8
2022-08-18 11:00:30.352181,61.9,26.0,8.813906461455536,1.7
2022-08-18 11:00:30.352181,69.3,29.0,8.074785118129647,1.7
2022-08-18 11:00:30.352181,69.3,29.0,7.0038331534956955,1.7
2022-08-18 11:00:30.352181,68.4,29.0,8.081497994481083,1.7
2022-08-18 11:00:30.352181,62.3,26.0,8.9192197048168,1.7
2022-08-18 11:00:30.352181,62.3,26.0,8.612472045457002,0.8
2022-08-18 11:00:30.352181,61.9,26.0,8.366560420640287,1.7
2022-08-18 11:00:30.352181,69.3,26.0,7.508265495345735,0.8
2022-08-18 11:00:30.352181,61.9,26.0,8.98510894100498,0.8
2022-08-18 11:00:30.352181,68.4,29.0,8.0044141892841,0.8
2022-08-18 11:00:30.352181,69.3,29.0,8.13927880159187,0.8
Date,humid,temp,presao,vazao
2022-08-18 11:02:00.401830,69.3,29.0,7.032802079355361,1.7
2022-08-18 11:02:00.401830,68.4,29.0,7.445888418029085,1.7
2022-08-18 11:02:00.401830,61.9,29.0,7.674913814709681,1.7
2022-08-18 11:02:00.401830,69.3,29.0,7.332884076287251,0.8
2022-08-18 11:02:00.401830,69.3,26.0,7.654733026352879,0.8
2022-08-18 11:02:00.401830,61.9,26.0,7.814640689711142,1.7
2022-08-18 11:02:00.401830,61.9,29.0,7.417682785815225,0.8
2022-08-18 11:02:00.401830,62.3,26.0,8.563451285319482,0.8
2022-08-18 11:02:00.401830,61.9,26.0,7.958974447706659,0.8
2022-08-18 11:02:00.401830,61.9,26.0,7.044646589017794,0.8
2022-08-18 11:02:00.401830,69.3,26.0,8.559999497201565,1.7
2022-08-18 11:02:00.401830,61.9,26.0,7.450610794225529,0.8
2022-08-18 11:02:00.401830,62.3,26.0,8.572969832328168,1.7
2022-08-18 11:02:00.401830,68.4,26.0,8.448638105626491,1.7
2022-08-18 11:02:00.401830,62.3,26.0,7.007911612133006,1.7
2022-08-18 11:02:00.401830,69.3,26.0,7.7598471435294885,0.8
2022-08-18 11:02:00.401830,68.4,29.0,7.999175973632185,1.7
2022-08-18 11:02:00.401830,68.4,29.0,7.840730776189028,0.8
2022-08-18 11:02:00.401830,61.9,29.0,7.087915888370205,0.8
2022-08-18 11:02:00.401830,62.3,29.0,7.46341772180074,0.8
2022-08-18 11:02:00.401830,61.9,26.0,8.704442802012181,1.7
2022-08-18 11:02:00.401830,69.3,29.0,7.9142826956883425,1.7
2022-08-18 11:02:00.401830,62.3,26.0,8.18467575354963,0.8
2022-08-18 11:02:00.401830,69.3,26.0,7.351385872649198,1.7
2022-08-18 11:02:00.401830,69.3,26.0,7.781688628274691,1.7
2022-08-18 11:02:00.401830,69.3,29.0,7.530756446768727,1.7
2022-08-18 11:02:00.401830,61.9,29.0,7.108536439162794,1.7
2022-08-18 11:02:00.401830,61.9,26.0,7.853511498262069,1.7
2022-08-18 11:02:00.401830,69.3,26.0,7.717132459872733,0.8
2022-08-18 11:02:00.401830,61.9,29.0,8.360969372733942,1.7
2022-08-18 11:02:00.401830,69.3,26.0,8.609096112625364,0.8
2022-08-18 11:02:00.401830,69.3,26.0,8.185509470188881,1.7
2022-08-18 11:02:00.401830,68.4,29.0,7.966525352966565,0.8
2022-08-18 11:02:00.401830,61.9,26.0,7.846926710785617,0.8
2022-08-18 11:02:00.401830,61.9,26.0,8.615736790209814,0.8
2022-08-18 11:02:00.401830,69.3,29.0,8.198063299146767,1.7
2022-08-18 11:02:00.401830,62.3,26.0,7.96728146582878,0.8
2022-08-18 11:02:00.401830,69.3,29.0,7.979427487794102,1.7
2022-08-18 11:02:00.401830,69.3,26.0,8.149275701352673,0.8
2022-08-18 11:02:00.401830,62.3,26.0,8.590610830068385,1.7
2022-08-18 11:02:00.401830,69.3,29.0,8.912163713082785,1.7
2022-08-18 11:02:00.401830,61.9,29.0,8.997848421551911,1.7
2022-08-18 11:02:00.401830,62.3,26.0,7.558980755238521,0.8
2022-08-18 11:02:00.401830,62.3,26.0,8.176684182171984,0.8
2022-08-18 11:02:00.401830,61.9,29.0,8.087998815027209,0.8
2022-08-18 11:02:00.401830,69.3,26.0,7.665158434333231,1.7
2022-08-18 11:02:00.401830,62.3,29.0,8.197401272048193,1.7
2022-08-18 11:02:00.401830,68.4,29.0,8.808818083384267,1.7
2022-08-18 11:02:00.401830,68.4,26.0,8.280529794123014,1.7
2022-08-18 11:02:00.401830,68.4,26.0,7.878093972664771,0.8
Date,humid,temp,presao,vazao
2022-08-18 11:03:30.455244,69.3,29.0,8.155819990584117,0.8
2022-08-18 11:03:30.455244,69.3,26.0,7.372568767349357,0.8
2022-08-18 11:03:30.455244,62.3,29.0,7.258735538496503,0.8
2022-08-18 11:03:30.455244,62.3,29.0,7.921230769724374,0.8
2022-08-18 11:03:30.455244,61.9,29.0,7.419114370368926,1.7
2022-08-18 11:03:30.455244,68.4,26.0,8.229851416802992,1.7
2022-08-18 11:03:30.455244,69.3,26.0,8.470597694088058,0.8
2022-08-18 11:03:30.455244,61.9,26.0,7.945242905552124,0.8
2022-08-18 11:03:30.455244,68.4,29.0,7.509819886018305,0.8
